,walkscore,walktype,lat,long,biketype,bikescore,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,lat_1,long_1,street_name,city,state,zip_code,mortgage_rate_3
6081,28.0,Car-Dependent,47.7645,-122.3085,Somewhat Bikeable,33.0,August 2021,315000.0,2,1.0,620,6463,1.0,NO,NO,NO,NONE,Fair,6 Low Average,Electricity,PUBLIC,620,0,0,0,1930,0,47.763999999999996,-122.309,1824 Northeast Perkins Place,Shoreline,Washington,98155,2.842
6082,15.0,Car-Dependent,47.46,-122.1705,Somewhat Bikeable,32.0,September 2021,630000.0,4,1.5,1710,6720,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1010,1010,290,315,1962,0,47.46,-122.171,12638 Southeast 160th Street,Renton,Washington,98058,2.9
6083,62.0,Somewhat Walkable,47.5425,-122.166,Somewhat Bikeable,45.0,August 2021,1380000.0,5,3.5,3480,14050,2.0,NO,NO,YES,NONE,Good,8 Good,Gas,PUBLIC,2210,1270,480,390,1968,0,47.542,-122.166,6800 131st Avenue Southeast,Bellevue,Washington,98006,2.842
6084,85.0,Very Walkable,47.6925,-122.3655,Very Bikeable,81.0,December 2021,715100.0,3,1.0,860,4960,1.0,NO,NO,YES,NONE,Average,6 Low Average,Gas,PUBLIC,860,520,260,0,1933,0,47.693000000000005,-122.366,8817 8th Avenue Northwest,Seattle,Washington,98117,3.0980000000000003
6085,64.0,Somewhat Walkable,47.649,-122.3175,Very Bikeable,77.0,March 2022,1750000.0,3,2.5,1820,5500,1.5,NO,NO,YES,AVERAGE,Good,9 Better,Gas,PUBLIC,1820,980,0,430,1928,0,47.648999999999994,-122.318,3106 Fuhrman Avenue East,Seattle,Washington,98102,4.172
6086,83.0,Very Walkable,47.58,-122.3805,Very Bikeable,81.0,September 2021,995000.0,4,2.0,3260,5000,1.5,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1960,1300,0,60,1925,0,47.58,-122.381,2662 39th Avenue Southwest,Seattle,Washington,98116,2.9
6087,41.0,Car-Dependent,47.286,-122.1945,Somewhat Bikeable,19.0,November 2021,509000.0,4,2.5,1840,8470,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1840,0,460,0,1968,0,47.286,-122.195,2605 26th Street Southeast,Auburn,Washington,98002,3.068
6088,54.0,Somewhat Walkable,47.6025,-122.124,Somewhat Bikeable,45.0,March 2022,1450000.0,3,1.5,1250,7129,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1250,0,220,0,1956,0,47.603,-122.124,16226 Southeast 8th Street,Bellevue,Washington,98008,4.172
6089,5.0,Car-Dependent,47.7465,-122.0415,Somewhat Bikeable,12.0,January 2022,1990000.0,4,2.5,2840,48341,2.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PRIVATE,2840,0,790,600,1993,0,47.746,-122.041,22304 Northeast 166th Street,Woodinville,Washington,98077,3.445
6090,10.0,Car-Dependent,47.3235,-122.373,Somewhat Bikeable,23.0,August 2021,605000.0,4,2.5,2030,10347,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2030,0,660,80,2007,0,47.323,-122.37299999999999,3117 Southwest 311th Street,Federal Way,Washington,98023,2.842
6091,12.0,Car-Dependent,47.3985,-122.163,Somewhat Bikeable,35.0,November 2021,650000.0,4,2.5,2440,4536,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,2440,0,400,120,2005,0,47.398,-122.163,13305 Southeast 227th Place,Kent,Washington,98042,3.068
6092,25.0,Car-Dependent,47.4405,-122.1825,Somewhat Bikeable,29.0,August 2021,680000.0,4,3.0,1970,31288,1.0,NO,NO,NO,NONE,Average,7 Average,Oil,PRIVATE,1370,1370,570,170,1963,0,47.44,-122.18299999999999,18052 118th Avenue Southeast,Renton,Washington,98058,2.842
6093,1.0,Car-Dependent,47.4765,-122.0985,Somewhat Bikeable,10.0,August 2021,699999.0,3,2.0,1200,51400,1.0,NO,NO,NO,NONE,Good,7 Average,Gas/Solar,PRIVATE,1200,0,0,60,1961,0,47.476000000000006,-122.098,14017 183rd Avenue Southeast,Renton,Washington,98059,2.842
6094,75.0,Very Walkable,47.6235,-122.3625,Very Bikeable,88.0,December 2021,2175000.0,7,6.0,3210,3000,2.0,NO,NO,YES,FAIR,Very Good,8 Good,Gas,PUBLIC,2280,1330,400,0,1950,1990,47.623000000000005,-122.363,423 West Republican Street,Seattle,Washington,98119,3.0980000000000003
6095,18.0,Car-Dependent,47.2065,-122.022,Somewhat Bikeable,30.0,June 2021,850001.0,3,2.0,2030,165528,1.5,NO,NO,NO,GOOD,Very Good,8 Good,Gas,PRIVATE,1690,1060,450,80,1925,0,47.207,-122.022,23934 Southeast 440th Street,Enumclaw,Washington,98022,2.975
6096,23.0,Car-Dependent,47.7735,-122.2395,Somewhat Bikeable,33.0,July 2021,950000.0,3,2.0,1480,33602,1.0,NO,YES,NO,NONE,Average,7 Average,Electricity,PRIVATE,1480,640,390,340,1999,0,47.773,-122.23899999999999,7547 Northeast 200th Street,Kenmore,Washington,98028,2.8680000000000003
6097,53.0,Somewhat Walkable,47.7705,-122.3595,Bikeable,50.0,September 2021,530000.0,3,1.0,1010,8323,1.0,NO,NO,NO,NONE,Average,7 Average,Oil,PUBLIC,1010,0,260,0,1953,0,47.771,-122.359,132 Northwest 195th Street,Shoreline,Washington,98177,2.9
6098,67.0,Somewhat Walkable,47.7615,-122.2545,Somewhat Bikeable,47.0,June 2021,1100000.0,4,2.0,2700,10472,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1660,1660,620,150,1961,0,47.762,-122.255,6464 Northeast 183rd Street,Kenmore,Washington,98028,2.975
6099,73.0,Very Walkable,47.502,-122.1855,Somewhat Bikeable,33.0,October 2021,625000.0,4,2.5,1560,4350,2.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1560,560,560,50,2003,0,47.501999999999995,-122.186,1170 Edmonds Place Northeast,Renton,Washington,98056,3.068
6100,40.0,Car-Dependent,47.7165,-122.2155,Somewhat Bikeable,35.0,February 2022,1005000.0,2,2.5,1670,2708,2.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1670,0,430,100,1991,0,47.716,-122.21600000000001,9312 Northeast 128th Lane,Kirkland,Washington,98034,3.762
6101,88.0,Very Walkable,47.6205,-122.196,Bikeable,65.0,February 2022,2180000.0,4,2.0,2000,11325,1.0,NO,NO,YES,NONE,Good,7 Average,Gas,PUBLIC,2000,0,780,160,1958,0,47.621,-122.196,10810 Northeast 12th Place,Bellevue,Washington,98004,3.762
6102,64.0,Somewhat Walkable,47.6715,-122.166,Bikeable,68.0,March 2022,2000000.0,4,3.0,2330,12006,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,1330,1330,500,310,1961,0,47.67100000000001,-122.166,13012 Northeast 73rd Street,Kirkland,Washington,98033,4.172
6103,42.0,Car-Dependent,47.5245,-122.2605,Somewhat Bikeable,44.0,June 2021,1300000.0,2,1.0,1510,7592,1.5,YES,NO,NO,GOOD,Average,8 Good,Oil,PUBLIC,1510,890,0,0,1929,0,47.525,-122.26100000000001,8670 Island Drive South,Seattle,Washington,98118,2.975
6104,56.0,Somewhat Walkable,47.6475,-122.4045,Somewhat Bikeable,45.0,October 2021,1215000.0,4,1.5,1640,5797,1.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,1130,890,0,120,1949,0,47.648,-122.405,3037 37th Avenue West,Seattle,Washington,98199,3.068
6105,29.0,Car-Dependent,47.7615,-122.328,Somewhat Bikeable,42.0,April 2022,1250000.0,3,2.5,2900,7500,2.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,2900,0,500,50,2007,0,47.762,-122.32799999999999,18310 2nd Avenue Northeast,Shoreline,Washington,98155,4.982
6106,15.0,Car-Dependent,47.4015,-122.4645,Somewhat Bikeable,32.0,July 2021,1450000.0,3,3.5,1860,18601,2.0,YES,NO,NO,GOOD,Good,8 Good,Electricity,PRIVATE,1860,0,530,540,1985,0,47.401,-122.464,10210 Southwest 227th Street,Vashon,Washington,98070,2.8680000000000003
6107,85.0,Very Walkable,47.7045,-122.346,Very Bikeable,70.0,July 2021,515000.0,2,1.5,1300,1080,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1300,0,0,30,1968,2018,47.705,-122.346,10522B Whitman Ave N,Seattle,Washington,98133,2.8680000000000003
6108,17.0,Car-Dependent,47.274,-122.2935,Somewhat Bikeable,20.0,September 2021,136000.0,4,2.5,2210,8577,2.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,2210,0,520,110,1989,0,47.273999999999994,-122.294,3023 South 365th Court,Federal Way,Washington,98003,2.9
6109,92.0,Walker's Paradise,47.673,-122.382,Biker's Paradise,96.0,June 2021,799000.0,2,1.5,1250,2178,2.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PUBLIC,1020,450,220,440,2017,0,47.673,-122.382,6109 20th Avenue Northwest,Seattle,Washington,98107,2.975
6110,32.0,Car-Dependent,47.7705,-122.3265,Bikeable,56.0,February 2022,723500.0,2,1.0,1250,8262,1.5,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1250,0,290,510,1954,0,47.77,-122.32600000000001,316 Northeast 194th Street,Shoreline,Washington,98155,3.762
6111,55.0,Somewhat Walkable,47.73,-122.238,Somewhat Bikeable,46.0,November 2021,620000.0,4,1.0,1490,8250,1.5,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1490,0,340,0,1972,0,47.73,-122.238,7703 Northeast 142nd Place,Kirkland,Washington,98034,3.068
6112,27.0,Car-Dependent,47.457,-122.178,Somewhat Bikeable,37.0,May 2022,465000.0,2,1.0,820,8413,1.0,NO,NO,NO,NONE,Good,6 Low Average,Gas,PUBLIC,820,0,0,70,1959,0,47.457,-122.178,16227 122nd Avenue Southeast,Renton,Washington,98058,5.23
6113,8.0,Car-Dependent,47.4945,-122.1345,Somewhat Bikeable,39.0,June 2021,765000.0,3,3.0,2710,10726,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1720,990,0,360,2009,0,47.494,-122.134,12207 156th Avenue Southeast,Renton,Washington,98059,2.975
6114,2.0,Car-Dependent,47.595,-121.983,Somewhat Bikeable,25.0,October 2021,1660000.0,4,2.5,2930,12171,2.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PUBLIC,2930,0,760,30,1998,0,47.595,-121.98299999999999,1565 267th Place Southeast,Sammamish,Washington,98075,3.068
6115,88.0,Very Walkable,47.718,-122.292,Bikeable,66.0,March 2022,750000.0,1,2.5,1590,1155,3.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1590,0,0,40,2021,0,47.718,-122.292,33rd Avenue Northeast,Seattle,Washington,98125,4.172
6116,19.0,Car-Dependent,47.5035,-122.3775,Somewhat Bikeable,17.0,August 2021,875000.0,4,2.0,1650,12120,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1650,0,0,270,1947,2012,47.503,-122.37799999999999,3537 Southwest 112th Street,Seattle,Washington,98146,2.842
6117,80.0,Very Walkable,47.6805,-122.3805,Very Bikeable,82.0,March 2022,1133888.0,4,2.0,1820,3774,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,910,910,0,0,1930,0,47.68,-122.381,7017 19th Avenue Northwest,Seattle,Washington,98117,4.172
6118,10.0,Car-Dependent,47.574,-122.115,Somewhat Bikeable,25.0,August 2021,1365000.0,3,3.0,2570,9876,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1820,1540,730,300,1979,0,47.574,-122.115,4029 169th Avenue Southeast,Bellevue,Washington,98008,2.842
6119,19.0,Car-Dependent,47.3505,-122.286,Somewhat Bikeable,12.0,December 2021,750000.0,4,2.5,2934,10629,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2934,0,1136,596,1990,0,47.351000000000006,-122.286,3704 South 279th Place,Auburn,Washington,98001,3.0980000000000003
6120,10.0,Car-Dependent,47.289,-122.061,Somewhat Bikeable,26.0,February 2022,1190000.0,1,1.0,1100,440391,1.0,NO,NO,NO,NONE,Good,6 Low Average,Electricity,PRIVATE,1100,0,0,0,1945,0,47.288999999999994,-122.061,34915 212th Avenue Southeast,Auburn,Washington,98092,3.762
6121,27.0,Car-Dependent,47.619,-122.112,Bikeable,54.0,August 2021,1450000.0,4,2.5,2280,8741,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1430,1430,480,330,1963,0,47.619,-122.11200000000001,1030 170th Place Northeast,Bellevue,Washington,98008,2.842
6122,24.0,Car-Dependent,47.67,-122.1465,Bikeable,57.0,June 2021,2050000.0,4,2.5,2920,4708,3.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2920,0,445,30,2009,0,47.67,-122.146,7240 145th Court Northeast,Redmond,Washington,98052,2.975
6123,19.0,Car-Dependent,47.5665,-122.1555,Somewhat Bikeable,11.0,October 2021,2020000.0,4,2.5,2090,8506,1.0,NO,NO,NO,EXCELLENT,Good,9 Better,Gas,PUBLIC,1710,380,0,360,1968,0,47.566,-122.156,4430 138th Avenue Southeast,Bellevue,Washington,98006,3.068
6124,4.0,Car-Dependent,47.3775,-122.3205,Somewhat Bikeable,16.0,August 2021,470000.0,2,2.0,1450,2632,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1450,0,0,0,1980,0,47.378,-122.321,24923 11th Avenue South,Des Moines,Washington,98198,2.842
6125,79.0,Very Walkable,47.6175,-122.2965,Bikeable,66.0,April 2022,1250000.0,3,2.0,1620,1013,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1080,540,0,600,2016,0,47.617,-122.29700000000001,1712A 27th Ave,Seattle,Washington,98122,4.982
6126,38.0,Car-Dependent,47.6505,-122.4075,Bikeable,56.0,March 2022,1757000.0,5,2.0,2180,6122,1.0,NO,NO,NO,NONE,Average,8 Good,Oil,PUBLIC,1370,940,0,110,1924,1965,47.651,-122.40799999999999,3410 40th Avenue West,Seattle,Washington,98199,4.172
6127,62.0,Somewhat Walkable,47.553,-122.181,Bikeable,57.0,June 2021,1071000.0,4,2.5,1630,9940,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1630,0,440,0,1959,0,47.553000000000004,-122.181,5624 118th Avenue Southeast,Bellevue,Washington,98006,2.975
6128,35.0,Car-Dependent,47.5335,-122.265,Somewhat Bikeable,45.0,June 2021,2200000.0,5,3.0,4200,17134,2.0,NO,NO,NO,GOOD,Average,9 Better,Gas,PUBLIC,3890,840,530,1250,1999,0,47.533,-122.265,7746 Seward Park Avenue South,Seattle,Washington,98118,2.975
6129,14.0,Car-Dependent,42.5475,-87.852,Somewhat Bikeable,46.0,November 2021,689000.0,2,2.0,1370,1658,3.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1370,0,0,150,2021,0,42.547,-87.852,35th Avenue,Kenosha,Wisconsin,53142,3.068
6130,7.0,Car-Dependent,47.7765,-122.1675,Somewhat Bikeable,27.0,August 2021,1034000.0,4,2.5,2760,7321,2.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,2760,0,460,50,2005,0,47.776,-122.16799999999999,12962 Northeast 204th Place,Woodinville,Washington,98072,2.842
6131,46.0,Car-Dependent,47.307,-122.3655,Somewhat Bikeable,44.0,December 2021,388000.0,3,1.0,820,8774,1.0,NO,NO,NO,NONE,Good,6 Low Average,Gas,PUBLIC,820,0,200,0,1962,0,47.306999999999995,-122.365,32904 26th Avenue Southwest,Federal Way,Washington,98023,3.0980000000000003
6132,32.0,Car-Dependent,47.7645,-122.2335,Bikeable,53.0,March 2022,720000.0,3,1.0,1180,32707,1.0,NO,NO,YES,NONE,Average,6 Low Average,Gas,PUBLIC,1180,0,0,170,1948,0,47.763999999999996,-122.23299999999999,18716 80th Avenue Northeast,Kenmore,Washington,98028,4.172
6133,76.0,Very Walkable,47.5245,-122.3715,Bikeable,61.0,September 2021,201938.0,2,1.0,800,7560,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PUBLIC,800,0,0,0,1952,0,47.525,-122.37200000000001,8651 30th Avenue Southwest,Seattle,Washington,98126,2.9
6134,51.0,Somewhat Walkable,47.3085,-122.3295,Bikeable,60.0,October 2021,380000.0,2,2.0,1080,2052,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1080,0,250,60,1987,0,47.309,-122.329,32832 4th Lane South,Federal Way,Washington,98003,3.068
6135,44.0,Car-Dependent,47.745,-122.3235,Bikeable,50.0,May 2022,875000.0,3,2.0,1590,8162,1.0,NO,NO,NO,NONE,Average,7 Average,Oil,PUBLIC,1590,220,0,0,1953,0,47.745,-122.324,346 Northeast 159th Street,Shoreline,Washington,98155,5.23
6136,37.0,Car-Dependent,47.7435,-122.3265,Somewhat Bikeable,45.0,January 2022,630000.0,4,2.0,1920,8154,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,960,960,0,0,1948,0,47.744,-122.32600000000001,310 Northeast 158th Street,Shoreline,Washington,98155,3.445
6137,8.0,Car-Dependent,47.4945,-122.1345,Somewhat Bikeable,39.0,March 2022,758000.0,3,2.0,1010,10726,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1010,0,360,50,1962,0,47.494,-122.135,12211 155th Avenue Southeast,Renton,Washington,98059,4.172
6138,81.0,Very Walkable,47.5815,-122.3115,Biker's Paradise,90.0,July 2021,720000.0,2,2.0,1270,4800,1.0,NO,NO,YES,AVERAGE,Average,7 Average,Oil,PUBLIC,870,870,0,0,1950,0,47.582,-122.311,2336 17th Avenue South,Seattle,Washington,98144,2.8680000000000003
6139,31.0,Car-Dependent,47.5125,-122.154,Somewhat Bikeable,39.0,December 2021,1050000.0,3,2.5,1890,7800,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1430,760,510,440,1987,0,47.512,-122.154,2216 Elma Avenue Northeast,Renton,Washington,98059,3.0980000000000003
6140,87.0,Very Walkable,47.6055,-122.313,Very Bikeable,83.0,March 2022,950000.0,3,2.0,1390,5120,1.5,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1000,710,0,40,1903,0,47.605,-122.31299999999999,336 15th Avenue,Seattle,Washington,98122,4.172
6141,28.0,Car-Dependent,47.1945,-121.974,Somewhat Bikeable,34.0,July 2021,426000.0,2,2.0,1200,3482,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1200,0,530,80,2015,0,47.193999999999996,-121.97399999999999,479 Sigrist Drive East,Enumclaw,Washington,98022,2.8680000000000003
6142,74.0,Very Walkable,47.502,-122.184,Somewhat Bikeable,36.0,March 2022,308000.0,3,2.0,1350,972,3.0,NO,NO,NO,NONE,Average,7 Average,Electricity/Solar,PUBLIC,1350,0,210,140,2021,0,47.501999999999995,-122.184,2580 Northeast 11th Court,Renton,Washington,98056,4.172
6143,74.0,Very Walkable,47.709,-122.355,Very Bikeable,75.0,January 2022,681000.0,3,3.5,1300,1290,2.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1100,460,260,100,2008,0,47.708999999999996,-122.355,11012 Greenwood Ave N,Seattle,Washington,98133,3.445
6144,11.0,Car-Dependent,47.481,-122.19,Somewhat Bikeable,34.0,May 2022,988000.0,3,2.5,2200,6681,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,2200,0,440,60,2001,0,47.481,-122.19,262 Blaine Drive Southeast,Renton,Washington,98056,5.23
6145,20.0,Car-Dependent,47.3715,-122.052,Somewhat Bikeable,21.0,October 2021,650000.0,3,2.5,1610,7910,2.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1610,0,460,190,1994,0,47.371,-122.052,21638 Southeast 258th Street,Maple Valley,Washington,98038,3.068
6146,70.0,Very Walkable,47.664,-122.1615,Bikeable,54.0,May 2022,2750000.0,5,4.0,3350,36735,1.0,NO,NO,NO,NONE,Very Good,9 Better,Gas,PRIVATE,2100,1570,500,370,1972,0,47.663999999999994,-122.162,13315 Northeast 66th Street,Kirkland,Washington,98033,5.23
6147,72.0,Very Walkable,47.4765,-122.223,Bikeable,52.0,May 2022,635000.0,4,2.0,1660,5009,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,910,750,0,0,1912,0,47.477,-122.223,430 Southwest 4th Place,Renton,Washington,98057,5.23
6148,25.0,Car-Dependent,46.8525,-96.753,Bikeable,58.0,October 2021,1100000.0,3,3.5,1800,1601,3.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1800,0,0,220,2011,0,46.852,-96.75299999999999,1808 24th Avenue South,Moorhead,Minnesota,56560,3.068
6149,4.0,Car-Dependent,47.7195,-122.373,Somewhat Bikeable,28.0,November 2021,1995000.0,4,3.0,3360,10504,2.0,NO,NO,NO,GOOD,Good,9 Better,Gas/Solar,PUBLIC,2150,1680,640,220,1973,0,47.72,-122.37299999999999,1238 Northwest 126th Street,Seattle,Washington,98177,3.068
6150,39.0,Car-Dependent,47.301,-122.3835,Somewhat Bikeable,44.0,March 2022,485000.0,3,1.0,1580,11253,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1040,880,340,300,1979,0,47.301,-122.384,33420 41st Avenue Southwest,Federal Way,Washington,98023,4.172
6151,5.0,Car-Dependent,47.7435,-122.1045,Somewhat Bikeable,8.0,March 2022,1220000.0,3,2.0,1510,9135,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,1090,1060,440,350,1981,0,47.743,-122.104,17621 Northeast 160th Street,Woodinville,Washington,98072,4.172
6152,36.0,Car-Dependent,47.4135,-122.205,Somewhat Bikeable,29.0,August 2021,670000.0,4,2.5,2410,7560,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2410,0,490,260,1990,0,47.413000000000004,-122.205,21025 103rd Avenue Southeast,Kent,Washington,98031,2.842
6153,66.0,Somewhat Walkable,47.307,-122.214,Bikeable,51.0,July 2021,350000.0,2,1.0,940,6718,1.0,NO,NO,YES,NONE,Good,6 Low Average,Gas,PUBLIC,940,0,0,0,1938,0,47.306999999999995,-122.214,109 M Street Southeast,Auburn,Washington,98002,2.8680000000000003
6154,66.0,Somewhat Walkable,47.6835,-122.3895,Very Bikeable,77.0,May 2022,650000.0,2,1.0,950,3880,1.0,NO,NO,NO,NONE,Fair,6 Low Average,Oil,PUBLIC,810,810,0,190,1919,0,47.684,-122.39,7532 27th Avenue Northwest,Seattle,Washington,98117,5.23
6155,3.0,Car-Dependent,47.436,-122.1675,Somewhat Bikeable,28.0,August 2021,681000.0,4,3.0,2150,7770,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1240,1200,480,220,1975,0,47.43600000000001,-122.167,12918 Southeast 186th Street,Renton,Washington,98058,2.842
6156,73.0,Very Walkable,47.5425,-122.3805,Bikeable,56.0,July 2021,1025000.0,4,2.0,1430,6540,1.0,NO,NO,NO,EXCELLENT,Average,7 Average,Oil,PUBLIC,1150,1150,360,270,1955,0,47.543,-122.381,6611 38th Avenue Southwest,Seattle,Washington,98126,2.8680000000000003
6157,12.0,Car-Dependent,47.28,-122.2965,Somewhat Bikeable,16.0,October 2021,800000.0,4,3.0,3171,8415,2.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,3171,0,571,510,2008,0,47.28,-122.296,35849 30th Avenue South,Federal Way,Washington,98003,3.068
6158,5.0,Car-Dependent,43.434,-124.2105,Somewhat Bikeable,8.0,January 2022,649950.0,2,2.0,1020,625,2.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,720,300,0,430,2021,0,43.434,-124.211,4322 Quail Road,North Bend,Oregon,97459,3.445
6159,70.0,Very Walkable,47.5365,-122.271,Bikeable,68.0,August 2021,820000.0,3,3.0,2190,7407,1.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PUBLIC,1550,960,320,0,2011,0,47.536,-122.271,4828 South Fontanelle Street,Seattle,Washington,98118,2.842
6160,22.0,Car-Dependent,47.3685,-122.3145,Somewhat Bikeable,26.0,September 2021,501000.0,4,2.5,1840,7530,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1340,1150,530,450,1969,0,47.368,-122.314,1419 South 261st Street,Des Moines,Washington,98198,2.9
6161,16.0,Car-Dependent,47.706,-122.3685,Bikeable,51.0,March 2022,1135000.0,3,1.5,1510,6689,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1510,0,460,80,1952,0,47.706,-122.368,10508 9th Avenue Northwest,Seattle,Washington,98177,4.172
6162,1.0,Car-Dependent,47.2605,-122.1855,Somewhat Bikeable,22.0,May 2022,356242.0,4,2.0,1710,174240,1.0,NO,NO,NO,NONE,Average,8 Good,Oil,PRIVATE,1710,1610,0,100,1957,0,47.261,-122.185,3390 53rd St SE,Auburn,Washington,98092,5.23
6163,14.0,Car-Dependent,47.379,-122.1165,Somewhat Bikeable,32.0,February 2022,600000.0,3,2.0,1240,8137,1.0,NO,YES,NO,NONE,Good,7 Average,Gas,PUBLIC,1240,0,530,110,1989,0,47.379,-122.116,24926 170th Way Southeast,Covington,Washington,98042,3.762
6164,13.0,Car-Dependent,47.7375,-121.9575,Somewhat Bikeable,28.0,May 2022,1114062.0,4,2.5,2040,15334,2.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,2040,0,590,190,1998,0,47.738,-121.95700000000001,15315 286th Avenue Northeast,Duvall,Washington,98019,5.23
6165,54.0,Somewhat Walkable,40.7235,-73.3785,Somewhat Bikeable,44.0,May 2022,1125000.0,3,2.5,1620,1300,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1270,630,280,48,2008,0,40.723,-73.378,9th Avenue,West Babylon,New,York,5.23
6166,61.0,Somewhat Walkable,47.565,-122.3595,Very Bikeable,88.0,October 2021,760000.0,3,1.0,1840,3750,1.5,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1160,780,0,0,1910,0,47.565,-122.359,4146 20th Avenue Southwest,Seattle,Washington,98106,3.068
6167,65.0,Somewhat Walkable,47.457,-122.3295,Bikeable,57.0,August 2021,845000.0,5,2.5,2870,7085,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2870,0,730,230,2015,0,47.457,-122.33,16244 3rd Avenue South,Burien,Washington,98148,2.842
6168,11.0,Car-Dependent,45.4995,-122.7255,Somewhat Bikeable,38.0,January 2022,642510.0,2,2.0,1200,765,2.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,860,340,0,430,2021,0,45.5,-122.726,Southwest 48th Avenue,Portland,Oregon,97221,3.445
6169,48.0,Car-Dependent,47.7765,-122.3835,Somewhat Bikeable,49.0,February 2022,948000.0,3,1.0,1440,11370,1.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1440,0,350,140,1952,0,47.777,-122.383,2015 Northwest 204th Street,Shoreline,Washington,98177,3.762
6170,86.0,Very Walkable,47.514,-122.358,Bikeable,65.0,January 2022,860000.0,2,1.0,1250,5190,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,1250,840,0,70,1919,0,47.513999999999996,-122.35799999999999,1815 Southwest 100th Street,Seattle,Washington,98146,3.445
